-4.031312942504882812e+00	-7.081969380378723145e-01	4.242480397224426270e-01	3.237921953201293945e+00	-1.112052917480468750e+00	3.344595730304718018e-01	3.339702188968658447e-01	3.128575563430786133e+00	-2.562566995620727539e+00	1.539196819067001343e-01	9.157618880271911621e-01	-6.119006872177124023e-01	-6.920327544212341309e-01	-1.446580648422241211e+00	1.378782391548156738e+00	-5.093275547027587891e+00	1.359487533569335938e+00	2.360510826110839844e+00	-4.003242969512939453e+00	8.806925415992736816e-01	3.364635109901428223e-01	-3.162632137537002563e-02	-2.954266071319580078e+00	4.713739156723022461e-01	8.872878551483154297e-01	-2.570288181304931641e+00	-2.548098564147949219e+00	-3.379829168319702148e+00	1.648966908454895020e+00	-1.413134336471557617e+00	1.039717569947242737e-01	1.478496909141540527e+00	-4.132517278194427490e-01	-2.367759943008422852e-01	-1.114364147186279297e+00	2.251606702804565430e+00	1.816445887088775635e-01	-3.645285844802856445e+00	-6.506372988224029541e-02	1.680575370788574219e+00	-1.249695777893066406e+00	6.225009560585021973e-01	-2.037146806716918945e+00	-4.346150398254394531e+00	7.132968306541442871e-01	2.073121786117553711e+00	9.825802445411682129e-01	-3.603954017162322998e-01	1.183471560478210449e+00	9.299159049987792969e-02
-1.274376869201660156e+00	-5.351809263229370117e-01	-3.282834053039550781e+00	-3.821322321891784668e-01	1.236195802688598633e+00	3.268791437149047852e+00	1.299939632415771484e+00	2.206821203231811523e+00	1.135188579559326172e+00	2.521055698394775391e+00	4.709942042827606201e-01	-2.234584540128707886e-01	9.659885168075561523e-01	-4.257113337516784668e-01	2.119696855545043945e+00	-8.827480077743530273e-01	-1.370601534843444824e+00	3.711791038513183594e+00	9.361042380332946777e-01	1.107923507690429688e+00	-2.449110984802246094e+00	-2.157295465469360352e+00	-2.174733400344848633e+00	1.252534508705139160e+00	-3.944472074508666992e+00	1.185557842254638672e+00	-4.988427639007568359e+00	-5.322892189025878906e+00	-7.192380428314208984e-01	5.539030432701110840e-01	1.773833155632019043e+00	-4.704260349273681641e+00	-1.240971803665161133e+00	1.523315668106079102e+00	-1.373656153678894043e+00	2.505897521972656250e+00	-7.956898808479309082e-01	-2.296869039535522461e+00	5.493957400321960449e-01	-1.275076508522033691e+00	1.861985683441162109e+00	2.566941022872924805e+00	9.469858407974243164e-01	-3.055833101272583008e+00	-2.017537593841552734e+00	3.791509628295898438e+00	-2.053322553634643555e+00	3.157507181167602539e+00	9.131669402122497559e-01	3.484531402587890625e+00
-1.848053812980651855e+00	-3.196274042129516602e+00	1.920072734355926514e-02	6.005934238433837891e+00	4.836752712726593018e-01	2.959235668182373047e+00	-2.865957736968994141e+00	3.755637645721435547e+00	-5.339739322662353516e-01	-2.870580911636352539e+00	3.430296182632446289e+00	-2.381467103958129883e+00	2.198008060455322266e+00	-2.283966779708862305e+00	2.615913152694702148e-01	-5.853523254394531250e+00	4.009046077728271484e+00	-1.433307766914367676e+00	-3.924589455127716064e-01	-1.632762700319290161e-01	5.549457296729087830e-02	2.371714830398559570e+00	-5.725711211562156677e-02	2.006721735000610352e+00	-1.548069238662719727e+00	1.879169821739196777e+00	-5.244292259216308594e+00	-2.266207695007324219e+00	-2.013495862483978271e-01	-1.480699896812438965e+00	7.084836959838867188e+00	2.043128728866577148e+00	1.483209848403930664e+00	2.681895971298217773e+00	-1.142931103706359863e+00	-2.450511932373046875e+00	6.047688722610473633e-01	-1.964738965034484863e+00	-6.551857590675354004e-01	8.026549816131591797e-01	4.466248512268066406e+00	2.133966982364654541e-01	2.452580928802490234e+00	-4.708209991455078125e+00	2.791026115417480469e+00	3.829303741455078125e+00	3.826433897018432617e+00	-2.193359375000000000e+00	-2.527053356170654297e+00	-3.286388158798217773e+00
5.123058557510375977e-01	-3.083663284778594971e-01	1.330110907554626465e+00	4.195173084735870361e-01	-1.644419193267822266e+00	3.063359737396240234e+00	1.514794707298278809e+00	3.621857166290283203e+00	-1.311208128929138184e+00	3.448798656463623047e+00	-2.579431533813476562e+00	3.016019344329833984e+00	-1.869111895561218262e+00	1.346300244331359863e+00	1.350026249885559082e+00	-1.063209891319274902e+00	1.353484988212585449e+00	4.108965396881103516e+00	1.135863661766052246e+00	-1.938237547874450684e+00	-1.573611378669738770e+00	-1.432115793228149414e+00	-2.324890375137329102e+00	7.146485328674316406e+00	1.901588737964630127e-01	2.706898450851440430e+00	6.355042457580566406e-01	-1.243664249777793884e-01	1.264872431755065918e+00	-1.514972150325775146e-01	4.066642761230468750e+00	2.071523904800415039e+00	-2.188281774520874023e+00	2.185590267181396484e+00	-6.320692896842956543e-01	3.374232053756713867e+00	2.776006937026977539e+00	-2.531536102294921875e+00	5.202426314353942871e-01	1.570294618606567383e+00	4.373327255249023438e+00	2.128640174865722656e+00	1.522521138191223145e+00	-5.090528011322021484e+00	1.507228970527648926e+00	7.378629684448242188e+00	1.586846470832824707e+00	-4.693253517150878906e+00	2.183232307434082031e+00	-1.423802733421325684e+00
-2.109452962875366211e+00	-4.358819007873535156e+00	2.580866031348705292e-02	1.542065978050231934e+00	2.422908067703247070e+00	-5.247225761413574219e-01	7.426064610481262207e-01	4.897844314575195312e+00	-6.129873991012573242e-01	-7.648254632949829102e-01	8.287665843963623047e-01	-2.316144704818725586e+00	2.652348279953002930e+00	-2.570932865142822266e+00	8.289290666580200195e-01	-2.749923706054687500e+00	1.909264802932739258e+00	9.596689045429229736e-02	1.294807940721511841e-01	-2.456900328397750854e-01	4.789091646671295166e-01	6.851471662521362305e-01	-2.467523574829101562e+00	2.137919187545776367e+00	-2.650087118148803711e+00	9.799985885620117188e-01	-6.997787952423095703e+00	5.886470675468444824e-01	-8.771365284919738770e-01	-4.118877947330474854e-01	6.045904636383056641e+00	9.123876094818115234e-01	-1.566672801971435547e+00	1.480593562126159668e+00	-1.618726611137390137e+00	2.258266448974609375e+00	1.468745470046997070e+00	-6.168334007263183594e+00	-8.061743527650833130e-02	7.339206337928771973e-01	3.957253217697143555e+00	-1.082535982131958008e+00	4.949479103088378906e+00	-3.820250511169433594e+00	2.412045001983642578e-01	2.305635690689086914e+00	1.647409081459045410e+00	4.043954983353614807e-02	2.271915197372436523e+00	-1.851862192153930664e+00
-1.046132564544677734e+01	-4.237953424453735352e-01	-3.241178750991821289e+00	1.238984704017639160e+00	-8.548758029937744141e-01	3.039045095443725586e+00	-1.839119553565979004e+00	6.241701126098632812e+00	-4.953440666198730469e+00	2.062773466110229492e+00	1.251567363739013672e+00	4.690305233001708984e+00	-2.670874118804931641e+00	5.140367031097412109e+00	-3.943744003772735596e-01	3.622805833816528320e+00	7.812303304672241211e-01	8.884538412094116211e-01	-1.580796003341674805e+00	5.009102448821067810e-02	-3.568321466445922852e+00	3.029546737670898438e+00	-8.054824829101562500e+00	4.837779521942138672e+00	-9.844954013824462891e-01	5.768776893615722656e+00	-6.947255611419677734e+00	8.556503057479858398e-01	3.156591892242431641e+00	6.318827867507934570e-01	1.191086888313293457e+00	2.672437191009521484e+00	-4.045223236083984375e+00	2.398886919021606445e+00	-1.684860706329345703e+00	4.405840635299682617e-01	3.512000083923339844e+00	-2.035929203033447266e+00	-3.794821977615356445e+00	-1.421809196472167969e+00	7.279339790344238281e+00	-5.193860530853271484e+00	-5.015420913696289062e-01	-5.485286712646484375e+00	-7.401714324951171875e-01	7.622302055358886719e+00	3.554359912872314453e+00	3.755361795425415039e+00	2.720538854598999023e+00	-3.112045526504516602e+00
-8.442885398864746094e+00	-6.228052616119384766e+00	-1.126842021942138672e+00	-7.847430706024169922e-01	3.684794187545776367e+00	-5.170505523681640625e+00	4.157466411590576172e+00	8.265523910522460938e+00	-1.815028190612792969e+00	9.725539684295654297e-01	-2.044438600540161133e+00	-1.985812306404113770e+00	6.931629180908203125e-01	1.358717203140258789e+00	3.069211959838867188e+00	8.964549899101257324e-01	2.417249679565429688e+00	5.279654264450073242e-01	1.579762578010559082e+00	6.125575065612792969e+00	5.903789997100830078e+00	8.283949851989746094e+00	1.185360193252563477e+00	6.508452415466308594e+00	-7.352737188339233398e-01	3.283474445343017578e+00	-3.039419174194335938e+00	-1.421969413757324219e+00	5.913066267967224121e-01	-9.850376129150390625e+00	7.721623897552490234e+00	-9.613532423973083496e-01	-1.366283655166625977e+00	3.578820228576660156e+00	-1.787145495414733887e+00	-1.437502264976501465e+00	4.788043498992919922e+00	-7.640615940093994141e+00	-6.474764943122863770e-01	-4.102202415466308594e+00	7.662030220031738281e+00	-1.665666222572326660e+00	-7.815706729888916016e+00	-6.645516395568847656e+00	-5.102282047271728516e+00	4.145054340362548828e+00	2.064694881439208984e+00	-1.568724870681762695e+00	2.827163219451904297e+00	5.316189527511596680e-01
-4.423700332641601562e+00	6.795882582664489746e-01	-1.351149082183837891e-01	8.781650066375732422e-01	3.821550905704498291e-01	1.413291394710540771e-01	2.050932794809341431e-01	2.171437501907348633e+00	-1.458859920501708984e+00	1.721915483474731445e+00	1.183660387992858887e+00	1.733573526144027710e-01	-4.002601504325866699e-01	-2.930639028549194336e+00	6.938449144363403320e-01	-4.597043037414550781e+00	4.836614608764648438e+00	8.360924720764160156e-01	-1.036687374114990234e+00	-3.476808369159698486e-01	-6.103988289833068848e-01	9.716175198554992676e-01	-3.805139064788818359e+00	-5.557371973991394043e-01	-1.504403114318847656e+00	4.995629191398620605e-01	-2.958088159561157227e+00	-2.506446123123168945e+00	3.174944818019866943e-01	-1.520775437355041504e+00	-1.801051944494247437e-01	-8.662551045417785645e-01	-1.512370109558105469e+00	2.391046285629272461e+00	-1.558627247810363770e+00	-3.144613802433013916e-01	-7.594094276428222656e-01	-1.311097025871276855e+00	5.764739513397216797e-01	1.083235144615173340e+00	4.843106567859649658e-01	1.173805832862854004e+00	1.094264443963766098e-02	-2.908055067062377930e+00	5.821970105171203613e-01	4.323844432830810547e+00	6.660979390144348145e-01	3.017371177673339844e+00	1.612259149551391602e+00	6.844145059585571289e-01
-7.570160388946533203e+00	-3.221583604812622070e+00	-5.223421096801757812e+00	-2.284866333007812500e+00	2.285320281982421875e+00	-3.456780195236206055e+00	-1.704602718353271484e+00	6.456094264984130859e+00	2.440754652023315430e+00	-1.486941933631896973e+00	-1.429339498281478882e-01	-2.624449729919433594e-01	-4.639785766601562500e+00	4.521034061908721924e-01	9.690584540367126465e-01	1.912885665893554688e+00	1.795956611633300781e+00	9.548441886901855469e+00	-3.076859951019287109e+00	-8.098760247230529785e-01	3.544389247894287109e+00	1.058147668838500977e+00	4.713608622550964355e-01	-8.738188147544860840e-01	-4.140084743499755859e+00	3.046593427658081055e+00	-2.221656322479248047e+00	-1.645043611526489258e+00	-3.408981800079345703e+00	4.921688139438629150e-01	3.884776830673217773e+00	3.877725362777709961e+00	-3.495655059814453125e+00	7.108805775642395020e-01	-7.650868892669677734e-01	3.812227487564086914e+00	2.139423787593841553e-01	-2.969774484634399414e+00	1.193578124046325684e+00	2.419638156890869141e+00	6.361997127532958984e+00	6.544556617736816406e+00	-1.104189395904541016e+00	-1.003151702880859375e+01	-3.951367139816284180e+00	3.404659032821655273e+00	4.122514724731445312e+00	-1.886651515960693359e+00	6.284997940063476562e+00	-2.859497308731079102e+00
-3.590553998947143555e-01	-6.300512790679931641e+00	1.800958395004272461e+00	2.142003774642944336e+00	4.178685843944549561e-01	-1.638641834259033203e+00	-1.745418548583984375e+00	1.683389186859130859e+00	-2.109708309173583984e+00	2.025156974792480469e+00	1.793792009353637695e+00	-3.605446815490722656e+00	4.737716197967529297e+00	-6.772779226303100586e-01	1.552097439765930176e+00	5.470006465911865234e-01	1.181188583374023438e+00	6.895850658416748047e+00	6.927585005760192871e-01	-8.288129568099975586e-01	4.320907592773437500e+00	-1.293535232543945312e+00	-9.353497624397277832e-01	1.355560898780822754e+00	-3.538594245910644531e+00	-8.611420989036560059e-01	-3.340484619140625000e+00	-2.695867776870727539e+00	-1.140404224395751953e+00	-5.189751625061035156e+00	3.156655311584472656e+00	3.001468181610107422e+00	1.139994978904724121e+00	2.814590215682983398e+00	4.869752407073974609e+00	-4.951544284820556641e+00	5.479276657104492188e+00	-3.628148317337036133e+00	-2.645359516143798828e+00	1.524866104125976562e+00	1.774061203002929688e+00	-1.468493461608886719e+00	1.133373737335205078e+00	-4.960237503051757812e+00	3.506571769714355469e+00	2.662100315093994141e+00	-3.082378625869750977e+00	1.507691860198974609e+00	2.309938430786132812e+00	-3.013631820678710938e+00
